"","V1","V2"
"10078","N([C@H](Cc1c(cccc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14983"
"10079","N([C@H](Cc1c(cccc1)C)C(=O)O)C(=O)OC(C)(C)C","14997"
"10080","N([C@H](Cc1cc(ccc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14985"
"10081","N([C@H](Cc1cc(ccc1)C)C(=O)O)C(=O)OC(C)(C)C","14999"
"10082","N([C@H](Cc1ccc(cc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14987"
"10083","N([C@H](Cc1ccc(cc1)O)C(=O)OC)C(=O)OC(C)(C)C","15188"
"10084","N([C@H](Cc1ccc(cc1)O)C(=O)O)C(=O)OC(C)(C)C","15187"
"10085","N([C@H](Cc1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15484"
"10086","N([C@H](Cc1ccccc1)C(=O)O)C(=O)OCc1ccccc1","C4127"
"10087","N([C@H](Cc1ccncc1)C(=O)O)C(=O)OC(C)(C)C","15030"
"10088","N([C@H](Cc1ccncc1)CC(=O)O)C(=O)OC(C)(C)C","95336"
"10089","N([C@H](Cc1cnccc1)C(=O)O)C(=O)OC(C)(C)C","72460"
"10090","N([C@H](COCc1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15078"
"10091","N([C@H](CO)C(=O)OCc1ccccc1)C(=O)OC(C)(C)C","95029"
"10092","N([C@H](CO)C(=O)OC)C(=O)OCc1ccccc1","472964"
"10093","N([C@H](CO)Cc1ccc(cc1)O)C(=O)OC(C)(C)C","547042"
"10094","N([C@H](CO)Cc1ccccc1)C(=O)OC(C)(C)C","421685"
"10095","N([C@H](CO)Cc1ccccc1)C(=O)OCc1ccccc1","421723"
"10096","N([C@H](CO)CC1CCCCC1)C(=O)OC(C)(C)C","421693"
"10097","N([C@H](C)c1ccccc1)C(=O)C(=O)c1ccccc1","422290"
"10098","N([C@H](C)c1ccccc1)C(=O)c1c(cccc1)C(=O)O","461458"
"10099","N([C@H](C)c1c2c(ccc1)cccc2)C(=O)CCC(=O)O","461636"
"10100","N([C@H]([C@@H]1OC1)Cc1ccccc1)C(=O)OC(C)(C)C","476951"
"10101","N([C@H](c1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15487"
"10102","N([C@H](c1ccccc1)C(=O)O)C(=O)OCc1ccccc1","73113"
"10103","N([C@H](C1CCCCC1)C(=O)O)C(=O)OC(C)(C)C","15089"
"10104","N([C@H](C1CCCCC1)C(=O)O)C(=O)OCc1ccccc1","96065"
"10105","N([C@H]([C@H](O)CC(=O)O)CC(C)C)C(=O)OC(C)(C)C","15396"
"10106","N([C@H]([C@@H](C)C(=O)O)c1ccccc1)C(=O)OC(C)(C)C","691356"
"10107","N([C@H]([C@@H](O[C@H](C)C(=O)O)[C@H](O)[C@H](O)CO)C=O)C(=O)C","A3007"
"10108","N([C@H]([C@@H](O)C(=O)O)c1ccccc1)C(=O)c1ccccc1","444375"
"10109","N([C@H]([C@@H](O)c1ccccc1)CO)C(=O)OC(C)(C)C","661066"
"10110","N([C@@H](C(C)C)C(=O)NCC(=O)O)C(=O)OC(C)(C)C","776564"
"10111","N([C@@H](C(C)C)C(=O)O)C(=O)CNC(=O)OC(C)(C)C","776580"
"10112","N([C@@H](C(C)C)C(=O)O)C(=O)OCc1ccccc1","293520"
"10113","N([C@@H](CC(=O)N)C(=O)O)C(=O)OCc1ccccc1","C6404"
"10114","N([C@@H](CC(=O)OC(C)(C)C)C(=O)O)C(=O)OC(C)(C)C","15429"
"10115","N([C@@H](CC(=O)OCC=C)C(=O)O)C(=O)OC(C)(C)C","72814"
"10116","N([C@@H](CC(=O)OC)C(=O)O)C(=O)OCc1ccccc1","96002"
"10117","N([C@@H](CC(=O)O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C","742325"
"10118","N([C@@H](CC(=O)O)C(=O)OC)C(=O)OCc1ccccc1","95998"
"10119","N([C@@H](CC(=O)O)C(=O)O)C(=O)OCc1ccccc1","162620"
"10120","N([C@@H](CC(=O)O)c1c(cccc1)C)C(=O)OC(C)(C)C","06939"
"10121","N([C@@H](CC(=O)O)c1cc(ccc1)C#N)C(=O)OC(C)(C)C","56998"
"10122","N([C@@H](CC(=O)O)c1cc(ccc1)C)C(=O)OC(C)(C)C","59967"
"10123","N([C@@H](CC(=O)O)c1cc(ccc1)OC)C(=O)OC(C)(C)C","55894"
"10124","N([C@@H](CC(=O)O)c1ccc(cc1)C#N)C(=O)OC(C)(C)C","44376"
"10125","N([C@@H](CC(=O)O)c1ccc(cc1)C)C(=O)OC(C)(C)C","90298"
"10126","N([C@@H](CC(=O)O)c1ccc(cc1)OC)C(=O)OC(C)(C)C","69456"
"10127","N([C@@H](CC(=O)O)c1ccc(cc1)O)C(=O)OC(C)(C)C","56996"
"10128","N([C@@H](CC(=O)O)c1ccccc1)C(=O)OC(C)(C)C","09793"
"10129","N([C@@H](CC(=O)O)c1cnccc1)C(=O)OC(C)(C)C","44025"
"10130","N([C@@H](CC(C)C)C(=O)O)C(=O)OCc1ccccc1","408522"
"10131","N([C@@H](CC(C)C)CCC(=O)O)C(=O)OC(C)(C)C","15838"
"10132","N([C@@H](CCC(=O)N)C(=O)O)C(=O)OCc1ccccc1","162647"
"10133","N([C@@H](CCC(=O)N)CC(=O)O)C(=O)OC(C)(C)C","03667"
"10134","N([C@@H](CCC(=O)O)C(=O)OC)C(=O)OCc1ccccc1","96140"
"10135","N([C@@H](CCC(=O)O)C(=O)O)C(=O)c1ccc(cc1)N","PHR1334"
"10136","N([C@@H](CCC(=O)O)C(=O)O)C(=O)OCc1ccccc1","859060"
"10137","N([C@@H](CCC(=O)O)C(=O)O)CCCC[C@H](N)C(=O)O","S1634"
"10138","N([C@@H](CCCC(=O)O)C(=O)O)C(=O)OC(C)(C)C","15054"
"10139","N([C@@H](CCCCN)C(=O)O)C(=O)OCc1ccccc1","359793"
"10140","N([C@@H](CCCC)C(=O)O)C(=O)OCc1ccccc1","04527"
"10141","N([C@@H](CCCNC(=N)N)C(=O)O)C(=O)OC(C)(C)C","408484"
"10142","N([C@@H](CCCNC(=O)N)C(=O)O)C(=O)OC(C)(C)C","15474"
"10143","N([C@@H](CCc1ccccc1)C(=O)OCC)[C@@H](C)C(=O)O","472735"
"10144","N([C@@H](CCc1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15469"
"10145","N([C@@H](CCN)C(=O)O)C(=O)OCc1ccccc1","96083"
"10146","N([C@@H](Cc1c(cccc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14984"
"10147","N([C@@H](Cc1c(cccc1)C)C(=O)O)C(=O)OC(C)(C)C","14998"
"10148","N([C@@H](Cc1c(cccc1)OC)C(=O)O)C(=O)OC(C)(C)C","ALD00352"
"10149","N([C@@H](Cc1cc(ccc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14986"
"10150","N([C@@H](Cc1cc(ccc1)C)C(=O)O)C(=O)OC(C)(C)C","15002"
"10151","N([C@@H](Cc1ccc(cc1)C#N)C(=O)O)C(=O)OC(C)(C)C","14988"
"10152","N([C@@H](Cc1ccc(cc1)C)C(=O)O)C(=O)OC(C)(C)C","15006"
"10153","N([C@@H](Cc1ccc(cc1)C)CC(=O)O)C(=O)OC(C)(C)C","94557"
"10154","N([C@@H](Cc1ccc(cc1)N)C(=O)O)C(=O)OC(C)(C)C","671770"
"10155","N([C@@H](Cc1ccc(cc1)O)C(=O)OCC)C(=O)C","A6751"
"10156","N([C@@H](Cc1ccc(cc1)O)C(=O)OC)C(=O)OC(C)(C)C","469106"
"10157","N([C@@H](Cc1ccc(cc1)O)C(=O)O)C(=O)[C@H](N)CC(C)C","L3877"
"10158","N([C@@H](Cc1ccc(cc1)O)C(=O)O)C(=O)[C@@H](N)C","A4003"
"10159","N([C@@H](Cc1ccc(cc1)O)C(=O)O)C(=O)OC(C)(C)C","374229"
"10160","N([C@@H](Cc1ccccc1)C(=O)OC)C(=O)C[C@H](N)C(=O)O","421677"
"10161","N([C@@H](Cc1ccccc1)C(=O)OC)C(=O)[C@@H](N)CC(=O)O","858900"
"10162","N([C@@H](Cc1ccccc1)C(=O)OC)C(=O)OC(C)(C)C","421707"
"10163","N([C@@H](Cc1ccccc1)C(=O)O)C(=O)Cc1ccccc1","P4164"
"10164","N([C@@H](Cc1ccccc1)C(=O)O)C(=O)[C@@H](N)CC(=O)O","421669"
"10165","N([C@@H](Cc1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15480"
"10166","N([C@@H](Cc1ccccc1)C(=O)O)C(=O)OCc1ccccc1","359807"
"10167","N([C@@H](Cc1ccccc1)CC(=O)O)C(=O)OC(C)(C)C","14979"
"10168","N([C@@H](Cc1ccncc1)C(=O)O)C(=O)OC(C)(C)C","15032"
"10169","N([C@@H](Cc1ccncc1)CC(=O)O)C(=O)OC(C)(C)C","93647"
"10170","N([C@@H](Cc1cnccc1)C(=O)O)C(=O)OC(C)(C)C","15027"
"10171","N([C@@H](Cc1ncccc1)C(=O)O)C(=O)OC(C)(C)C","15026"
"10172","N([C@@H](CC1CCCCC1)C(=O)OC)C(=O)OC(C)(C)C","421715"
"10173","N([C@@H](CC1CCCCC1)C(=O)O)C(=O)OC(C)(C)C.O","15477"
"10174","N([C@@H](COC(C)(C)C)C(=O)O)C(=O)OCc1ccccc1","96028"
"10175","N([C@@H](COCc1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15390"
"10176","N([C@@H](COCc1ccccc1)CO)C(=O)OC(C)(C)C","473766"
"10177","N([C@@H](CO)C(=O)OCc1ccccc1)C(=O)OC(C)(C)C","16726"
"10178","N([C@@H](CO)C(=O)OC)C(=O)OCc1ccccc1","469165"
"10179","N([C@@H](CO)CC(C)C)C(=O)OCc1ccccc1","554294"
"10180","N([C@@H](CO)Cc1ccc(cc1)O)C(=O)OC(C)(C)C","547050"
"10181","N([C@@H](CO)Cc1ccccc1)C(=O)OC(C)(C)C","479594"
"10182","N([C@@H](CO)Cc1ccccc1)C(=O)OCc1ccccc1","459933"
"10183","N([C@@H](C)C(=O)N[C@@H](C)C(=O)O)C(=O)[C@@H](NC(=O)C)C","856665"
"10184","N([C@@H](C)C(=O)O)C(=O)CCCCCCCCCCC","61726"
"10185","N([C@@H](C)C(=O)O)C(=O)CNC(=O)OCc1ccccc1","C7876"
"10186","N([C@@H](C)c1ccccc1)C(=O)c1c(cccc1)C(=O)O","461466"
"10187","N([C@@H](C)c1c2c(ccc1)cccc2)C(=O)CCC(=O)O","461644"
"10188","N([C@@H](c1ccccc1)C(=O)O)C(=O)OC(C)(C)C","15488"
"10189","N([C@@H](c1ccccc1)C(=O)O)C(=O)OCc1ccccc1","72517"
"10190","N([C@@H](C1CCCCC1)C(=O)O)C(=O)OC(C)(C)C","15091"
"10191","N([C@@H](C1Cc2c(cccc2)C1)C(=O)O)C(=O)OC(C)(C)C","669792"
"10192","N([C@@H]([C@H](CC)C)C(=O)O)C(=O)OCc1ccccc1","408530"
"10193","N([C@@H]([C@H](C)C(=O)O)c1ccccc1)C(=O)OC(C)(C)C","690805"
"10194","N([C@@H]([C@H](OC(C)(C)C)C)C(=O)O)C(=O)OC(C)(C)C","15433"
"10195","N([C@@H]([C@H](O)C(=O)O)Cc1ccccc1)C(=O)OC(C)(C)C","15059"
"10196","N([C@@H]([C@H](O)C)C(=O)N)C(=O)OCc1ccccc1","97232"
"10197","N([C@@H]([C@H](O)C)C(=O)OC)C(=O)OCc1ccccc1","408581"
"10198","N([C@@H]([C@H](O)C)C(=O)O)C(=O)OCc1ccccc1","97230"
"10199","N([C@@H]([C@@H](O)C(=O)O)Cc1ccccc1)C(=O)OC(C)(C)C","15058"
"10200","N(/N=C/c1c(cccc1)O)C(=O)c1c(cccc1)O","S8194"
"10201","N(/N=C/c1c(cccc1)O)C(=O)c1cc(c(cc1)O)O","SML0383"
"10202","N(/N=C/c1ccc(cc1)C(C)C)C(=O)c1ccc(cc1)O","G6173"
"10203","N(N)C(=O)c1cc2c(cc(cc2)N(CC)CC)oc1=O","36798"
"10204","N(N)C(=O)OC(C)(C)c1cc(cc(c1)OC)OC","75732"
"10205","N(N)C(=O)OCC1c2c(cccc2)c2c1cccc2","46917"
"10206","N(NC(=O)C(=O)NNC1=CCCCC1)C1=CCCCC1","14690"
"10207","N(NC(=O)c1ccncc1)CCC(=O)NCc1ccccc1","252999"
"10208","N(O)C(=N)NCCC[C@H](N)C(=O)O.OC(=O)C","H7278"
"10209","N(O)C(=O)CCCCCCC(=O)Nc1ccccc1","SML0061"
"10210","N(O)C(=O)CCCCCCC(=O)Nc1cnccc1","SML0296"
"10211","N(O)C(=O)c1cc(ccc1)C(=O)NCCc1ccccc1","SML1361"
"10212","N(O)C(=O)OCC1c2c(cccc2)c2c1cccc2","10926"
"10213","Nc1cc(c(cc1)C(=O)O)O.N(N)C(=O)c1ccncc1","I2637"
"10214","N[C@@H](CCC(=O)O)C(=O)NC1CCC(CC1)(C)C","N2034"
"10215","N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O","96840"
"10216","N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)O","P3501"
"10217","[N+](=[N-])=NCCO[C@H]1C(C([C@H](C(C1)CO)O)O)NC(=O)C","SMB00406"
"10218","[N+](=[N-])=NCCO[C@H]1OC([C@@H](C(C1NC(=O)C)O)O)CO","SMB00405"
"10219","[N+](=[N-])=NCCO[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1NC(=O)C)O)O)CO","744425"
"10220","[N+](=[N-])=NCCOc1ccc(cc1)n1c(=O)[nH][nH]c1=O","ALD00344"
"10221","[N+](=[N-])=N[C@@H]1[C@H](O[C@H](C1)n1cc(c(=O)[nH]c1=O)C)CO","11546"
"10222","[N+](=[N-])=N[C@H]1[C@@H](O[C@@H]([C@H]1O)CO)n1ccc(=O)[nH]c1=O","11544"
"10223","[N+](=O)([O-])c1c(ccc(c1)CC(NC(=O)C)C(=O)OCC)O","A2635"
"10224","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])NNC=CCCCCC","33848"
"10225","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])NNC=CCCCC","442614"
"10226","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])NNC=CCCC","429570"
"10227","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])NNC=CCC","429635"
"10228","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])NNC1=CCCCC1","192457"
"10229","[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])ONC(=C)OCC","268747"
"10230","[N+](=O)([O-])c1c(cccc1)NNC(CO)C(=O)C(O)CO","R9375"
"10231","[N+](=O)([O-])c1ccc(cc1)CO/C(=N/C(C)C)/NC(C)C","38434"
"10232","[N+](=O)([O-])c1ccc(cc1)NC(=O)[C@@H](NC(=O)C)CC(=O)O","A3927"
"10233","[N+](=O)([O-])c1ccc(cc1)NC(=O)[C@@H](NC(=O)C)CC(C)C","A0292"
"10234","[N+](=O)([O-])c1ccc(cc1)n1[nH]c(cc1=O)N1CCCC1","394092"
"10235","[N+](=O)([O-])c1ccc(cc1)OC(=O)CNC(=O)OC(C)(C)C","15117"
"10236","[N+](=O)([O-])c1ccc(cc1)OC(=O)NCc1ccccc1","713341"
"10237","[N+](=O)([O-])c1c2nonc2c(cc1)N(CC(=O)NN)C","89464"
"10238","[N+](=O)([O-])c1n(ccn1)CC(=O)NCc1ccccc1","419656"
"10239","[N+](=O)([O-])c1oc(cc1)/C=N/NC(=O)c1ccc(cc1)O","46494"
"10240","[N+](=O)([O-])c1c([nH]n(c1=O)c1ccc(cc1)[N+](=O)[O-])C","131512"
"10241","[N+](=O)([O-])O.N1CCNC1=Cc1c2c(ccc1)cccc2","70170"
"10242","[N+](=O)([O-])O.N1CCNC1=Cc1c2c(ccc1)cccc2","70199"
"10243","[n+]1(c2c([n+](c(c1C)C(=O)NCCO)[O-])cccc2)[O-]","33987"
"10244","[n+]1(c2c([n+](cc1/C=N/NC(=O)OC)[O-])cccc2)[O-]","C6770"
"10245","n1(c(cc(c1)C(=O)Cc1ccccc1)/C=C/C(=O)NO)C","A2478"
"10246","n1(c(ccc1)/C=C\1/c2c(cccc2)C(=O)NC1=O)C","B3188"
"10247","n1(c2c(nc1NC(=O)OC)cccc2)C(=O)NCCCC","381586"
"10248","n1(c2ncnc(c2nc1)N)CCNCCCCCO","SML0060"
"10249","n1(nnc2c1cccc2)CNC(=O)c1ccccc1","642851"
"10250","n1(c(cc(=O)[nH]c1=O)C(=O)O)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO","O9505"
"10251","N1(C(=O)CCC1=O)OC(=O)CNC(=O)OC(C)(C)C","15423"
"10252","N1(C(=O)CCC1=O)OC(=O)[C@@H](NC(=O)OC(C)(C)C)C","15385"
"10253","N1(C(N/C(=C/C(=O)c2ccccc2)/C1(C)C)(C)C)[O]","331163"
"10254","N1(C(C(=O)N(C1=O)CO)N(CO)C(=O)NCO)CO","D5146"
"10255","N1(C(CCC1)C(=O)NCC(=O)NCC(=O)O)C(=O)CN","G6011"
"10256","N1(CC(=O)NC(=O)C1)C(CN1CC(=O)NC(=O)C1)C","R8657"
"10257","N1(CC(=O)NC(=O)C1)[C@H](CN1CC(=O)NC(=O)C1)C","05587"
"10258","N1(CC(=O)NC(=O)C1)[C@H]([C@H](N1CC(=O)NC(=O)C1)C)C","I4659"
"10259","N1(CCC(CC1)NC(=O)OC(C)(C)C)Cc1ccccc1","540943"
"10260","N1(CCCC1)C(=O)CNC(=O)Nc1cc2c(cncc2)cc1","SML1242"
"10261","N1(CCNCC1)C(c1ccccc1)c1ccccc1","43124"
"10262","N1(CCOCC1)/C(=N\C1CCCCC1)/NC1CCCCC1","163201"
"10263","N1(C[C@H](CC1)NC(=O)OC(C)(C)C)Cc1ccccc1","649988"
"10264","N1(C[C@@H](CC1)NC(=O)OC(C)(C)C)Cc1ccccc1","649961"
"10265","n1(cc(c(=O)[nH]c1=O)CC)C1OC(C(C1)O)CO","E9386"
"10266","n1(cc(c(=O)[nH]c1=O)CO)C1OC(C(C1)O)CO","H8631"
"10267","n1(cc(c(=O)[nH]c1=O)C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO","535893"
"10268","n1(cc(c(=O)[nH]c1=O)C)C1OC(C(C1O)O)CO","T3766"
"10269","n1(cc(c(=O)[nH]c1=O)OC)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO","M9261"
"10270","n1(ccc(nc1=O)NC(=O)C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO","A7766"
"10271","n1(ccc(nc1=O)NN)C1OC(C(C1O)O)CO","A0429"
"10272","n1(ccc(=O)[nH]c1=O)[C@@H]1O[C@@H]([C@H]2OC(O[C@@H]12)(C)C)CO","I5127"
"10273","n1(ccc(=O)[nH]c1=O)C1OC(C(C1O)OC)CO","M4262"
"10274","N1([C@@H]2N(c3c(cc(cc3)OC(=O)NC)[C@@]2(CC1)C)C)C","E8375"
"10275","N1([C@@H]2N(c3c(cc(cc3)OC(=O)NC)[C@@]2(CC1)C)C)C","45710"
"10276","N1([C@@H](CNC1=O)C(=O)O)C(=O)OCc1ccccc1","392308"
"10277","N12CCCNC1=C(CCCC2)N(CCCC)CCCC","480207"
"10278","N12C[C@@H](C(CC1)CC2)NC(=O)c1ncc2occc2c1","PZ0135"
"10279","N12[C@]3(NC(=N[C@H]3[C@@H](N=C1N)COC(=O)N)N)C(CC2)(O)O","BCR663"
"10280","[nH]1cnc(c1)C[C@H](NC(=O)c1ccccc1)C(=O)O","B2254"
"10281","[nH]1cnc(c1)C[C@H](NC(=O)OC(C)(C)C)C(=O)O","408433"
"10282","[nH]1cnc(c1)C[C@H](NC(=O)OCc1ccccc1)C(=O)O","408549"
"10283","[nH]1cnc(c1)C[C@@H](NC(=O)OC(C)(C)C)C(=O)O","15119"
"10284","[nH]1cncc1CC(N)C(=O)NC(CC(C)C)C(=O)O","H2504"
"10285","[nH]1cncc1CC(NC(=O)CN)C(=O)NCC(=O)O","G5504"
"10286","[nH]1c2c(c(c1Cc1ccccc1)CCNC(=O)C)cccc2","L2407"
"10287","[nH]1c2c(c(c1)CC(=O)NC(CC(=O)O)C(=O)O)cccc2","345938"
"10288","[nH]1c2c(c(c1)CC(=O)N[C@@H](C(C)C)C(=O)O)cccc2","347922"
"10289","[nH]1c2c(c(c1)CC(=O)N[C@@H]([C@H](CC)C)C(=O)O)cccc2","347914"
"10290","[nH]1c2c(c(c1)CC(NC(=O)CC(=O)O)C(=O)O)cccc2","77556"
"10291","[nH]1c2c(c(c1)CCNC(=O)c1c(cccc1)O)cccc2","S6444"
"10292","[nH]1c2c(c(c1)CCNC)cc(cc2)O.OC(=O)C(=O)O","H45132"
"10293","[nH]1c2c(c(c1)C[C@H](NC(=O)C)C(=O)OCC)cccc2","857726"
"10294","[nH]1c2c(c(c1)C[C@H](NC(=O)[C@@H](N)C)C(=O)O)cccc2","857033"
"10295","[nH]1c2c(c(c1)C[C@H](NC(=O)OC(C)(C)C)CO)cccc2","514306"
"10296","[nH]1c2c(c(c1)C[C@H](NC(=O)OC)C(=O)OC)cccc2","367060"
"10297","[nH]1c2c(c3c1cccc3)c(ccc2)OCC(O)CNC(C)C","53787"
"10298","N1C(=C(C(C(=C1C)C(=O)OCC)C)C(=O)OCC)C","137030"
"10299","N1C(=C(CC(=C1C)C(=O)OCC)C(=O)OCC)C","120227"
"10300","N1C(=NC(C1=O)(C(C)C)C)c1c(ccc(c1)C)C(=O)OC","34350"
"10301","N1C(=NC(C1=O)(C(C)C)C)c1ncc(cc1C(=O)O)CC","37923"
"10302","N1C(=NC(C1=O)(C(C)C)C)c1ncc(cc1C(=O)O)C","34179"
"10303","N1C(=NC(C1=O)(C(C)C)C)c1ncccc1C(=O)O","37877"
"10304","N1C(=O)C(CCC1=O)N1C(=O)c2c(cccc2N)C1=O","P0018"
"10305","N1C(=O)C(CCC1=O)N1C(=O)c2c(cccc2)C1=O","T144"
"10306","N1C(=O)CC(CC1=O)CC(=O)c1c(c(cc(c1)C)C)O","SMB00027"
"10307","N1C(=O)CC(CC1=O)C[C@@H](O)[C@@H]1C[C@H](C[C@@H](C1=O)C)C","01811"
"10308","N1C(=O)[C@H](CCC1=O)N1C(=O)c2c(cccc2)C1=O","T150"
"10309","N1C(=O)[C@@H](CCC1=O)N1C(=O)c2c(cccc2)C1=O","T151"
"10310","N1C(=O)NC(=O)C(=Nc2c(nc(nc2O)O)O)C1=O.N","33414"
"10311","N1C(C(=O)NC1=O)(c1ccc(cc1)C)c1ccccc1","161454"
"10312","N1C(C(=O)NC1=O)(c1ccc(cc1)O)c1ccccc1","161543"
"10313","N1C(C(=O)NC1=O)(c1ccccc1)c1ccccc1","P1290000"
"10314","N1C(CNC1=O)Cc1cc(c(cc1)OC)OCCCC","B8279"
"10315","N1CC(CC1=O)c1cc(c(cc1)OC)OC1CCCC1","R6520"
"10316","N1CCC(CC1)N(c1ccccc1)C(=O)CC.O","61338"
"10317","N1CCN=C1/C=C/c1c(cccc1)C.OC(=O)C(=O)O","M5685"
"10318","N1CCNC(=O)CCNCCNC(=O)CC1.O.O","728322"
"10319","N1CCNCCNCCNCCNCCNCC1","52045"
"10320","N1CCOCCOCCNCCOCCOCC1","295809"
"10321","N1CCOCCOCCOCCOCCOCC1","11382"
"10322","N1C[C@@H](c2nc(nc(c2CC1)NC)Cc1ccccc1)C","PZ0032"
"10323","N1[C@H]2[C@H]([C@H](C[C@@H]1CC2)OC(=O)c1ccccc1)C(=O)O","B142"
"10324","N1[C@H](C(=O)N[C@H](C1=O)CC(=O)O)Cc1ccccc1","421650"
"10325","N1[C@H](C(OC1=O)(c1ccccc1)c1ccccc1)C(C)C","551104"
"10326","N1[C@H](C(OC1=O)(c1ccccc1)c1ccccc1)C","549517"
"10327","N1[C@H](CCC1)C(OC)(c1ccccc1)c1ccccc1","670308"
"10328","N1[C@H](CCC1)C(O)(c1ccccc1)c1ccccc1","382337"
"10329","N1[C@H](CCC1)C(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C","670405"
"10330","N1[C@H](COC1=CC1=N[C@H](CO1)C(C)(C)C)C(C)(C)C","405965"
"10331","N1[C@H](COC1=O)C(c1ccccc1)c1ccccc1","494690"
"10332","N1[C@H](COC1=O)Cc1cc2c([nH]cc2CCN(C)C)cc1","SML0248"
"10333","N1[C@H](N(C(=O)[C@H]1Cc1ccccc1)C)c1oc(cc1)C","668842"
"10334","N1[C@@](C(=O)N(C1=O)Cc1ccccc1)(CC)c1ccccc1","B8686"
"10335","N1[C@@](C(=O)N(C1=O)Nc1ccccc1)(C)c1ccccc1","34183"
"10336","N1[C@@H](C(OC1=O)(c1ccccc1)c1ccccc1)C(C)C","551120"
"10337","N1[C@@H](C(OC1=O)(c1ccccc1)c1ccccc1)C","549509"
"10338","N1[C@@H](CCC1=O)C(=O)Nc1cc2c(cc1)cccc2","P5891"
"10339","N1[C@@H](CCC1)C(OC)(c1ccccc1)c1ccccc1","670197"
"10340","N1[C@@H](CCC1)C(O)(c1ccccc1)c1ccccc1","368199"
"10341","N1[C@@H](CCC1)C(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C","669520"
"10342","N1[C@@H](C[C@H](C1)O)C(=O)Nc1cc2c(cc1)cccc2","H7259"
"10343","N1[C@@H](COC1=O)C(c1ccccc1)c1ccccc1","494704"
"10344","N1[C@@H](C2=C(CC1)CCCC2)Cc1ccc(cc1)OC","539007"
"10345","N1[C@@H]([C@H]1C=O)CC(C)C.N1[C@@H]([C@H]1C=O)CC(C)C","707686"
"10346","N1[C@@H]([C@@H]([C@H](C1)O)OC(=O)C)Cc1ccc(cc1)OC","A9789"
"10347","N1[C@@H](N(C(=O)[C@@H]1Cc1ccccc1)C)c1oc(cc1)C","668540"
"10348","N1N=C(c2c(cc3c(c2)OCO3)CC1C)c1ccc(cc1)N","G120"
"10349","N1NC(=O)CC(=C1c1ccc(cc1)NN=C(C#N)C#N)C","L5545"
"10350","N1OC(C=C1C(=O)OCC)(c1ccccc1)c1ccccc1","33799"
"10351","[NaH].N1C(=O)NC(=O)C(C1=O)(C(CCC)C)CC","P3761"
"10352","[NaH].N1C(=O)NC(=O)C(C1=O)(C(CCC)C)CC=C","S5147"
"10353","[NaH].N1C(=O)NC(=O)C(C1=O)(CCC(C)C)CC","A0700000"
"10354","[NaH].S(=O)(=O)(NC(C(O)C(O)C(O)CO)C=O)O","G7889"
"10355","[Na]N1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1","P1300000"
"10356","[Na+].N([C@H](C1=CCC=CC1)C(=O)[O-])/C(=C/C(=O)OC)/C","471631"
"10357","[Na+].N1C(=NC(=O)C(C1=O)(C(CCC)C)CC=C)[O-]","S1378"
"10358","[Na+].N1C(=NC(=O)C(C1=O)(CC)c1ccccc1)[O-]","P5178"
"10359","[Na+].[Na+].[Na+].[Na+].P(=O)(NP(=O)([O-])[O-])([O-])[O-]","I0631"
"10360","[Na+].[Na+].P(=O)(NC(=N)N(CC(=O)O)C)([O-])[O-].O","P6502"
"10361","[Na+].[Na+].[S-]C(=S)NCCNC(=S)[S-]","45593"
"10362","[Na+].S(=O)(=O)(N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O)[O-]","12662"
"10363","[Na+].S(=O)(=O)([O-])CC(O)CNC(CO)(CO)CO","T5395"
"10364","[Na+].S(=O)(=O)([O-])CC(O)CNC1CCCCC1","C2154"
"10365","[Na+].S(=O)(=O)([O-])CCCNC(CO)(CO)CO","T0647"
"10366","[Na+].S(=O)(=O)([O-])CCNC(CO)(CO)CO","T0772"
